2.59617e-21	0	7.94125e-18	1.45052e-34	0	0	0	0	2.82095e-37
0.0122119	0.0120395	0.168694	0.0361711	0	0	0	0	0.848361
1.5479	-0.13759	2.02355	-0.476076	2.09897	0.0522228	2.19595	0.109339	3.34315
1.65037	0.033022	2.25806	-0.389243	2.09897	0.0522228	2.19595	0.109339	11.3107
3.88901	-0.13508	2.38266	0.0996149	4.29136	0.215312	2.28434	0.226323	0.364658
4.00375	0.198027	2.30057	1.0757	4.29136	0.215312	2.28434	0.226323	29.6085
6.85556	0.421272	2.1277	-1.77951	6.56942	0.496096	2.36382	0.348847	2.00191
6.71661	0.494185	2.55797	-1.32712	6.56942	0.496096	2.36382	0.348847	13.2207
9.08452	0.567739	1.09607	0.0267417	8.92437	0.89924	2.43359	0.474526	10.3968
9.03567	0.895107	2.33301	0.657151	8.92437	0.89924	2.43359	0.474526	43.9475
11.5635	1.6668	2.68472	1.01907	11.3468	1.427	2.49328	0.600781	0.857385
11.5356	1.44592	2.46925	0.610911	11.3468	1.427	2.49328	0.600781	12.0458
13.6059	2.30955	1.85619	0.921776	13.827	2.07905	2.5429	0.724947	1.01904
13.7041	2.01894	2.37631	0.54183	13.827	2.07905	2.5429	0.724947	24.1961
16.6193	2.89493	3.33323	1.15747	16.3554	2.85243	2.58284	0.844365	3.90042
16.4649	2.87887	2.6907	1.13508	16.3554	2.85243	2.58284	0.844365	12.7354
19.0147	3.71519	2.45525	0.818802	18.923	3.74161	2.61382	0.95648	0.972519
19.0968	3.81094	2.42608	0.916014	18.923	3.74161	2.61382	0.95648	11.7418
21.336	4.73357	2.19714	0.962411	21.5215	4.73855	2.63679	1.05891	0.124469
21.4582	4.71643	2.61735	0.975371	21.5215	4.73855	2.63679	1.05891	7.08764
24.077	5.57093	2.71576	0.798752	24.1437	5.83295	2.65286	1.14953	0.0416977
24.2019	5.80885	2.89382	1.17853	24.1437	5.83295	2.65286	1.14953	30.0992
26.6204	6.96512	2.25212	1.14008	26.7833	7.01246	2.6632	1.22647	1.31009
26.6345	6.93067	2.71011	1.19261	26.7833	7.01246	2.6632	1.22647	4.64846
29.5747	8.08564	3.21082	1.12995	29.4352	8.26299	2.66893	1.28822	0.697643
29.4932	8.22074	2.81745	1.30752	29.4352	8.26299	2.66893	1.28822	7.66065
31.9486	9.87704	2.28994	1.81798	32.0955	9.56901	2.67105	1.33358	0.637877
31.9551	9.60861	2.45034	1.43952	32.0955	9.56901	2.67105	1.33358	21.9192
34.6062	10.7038	2.82144	0.952522	34.7608	10.9139	2.67035	1.3617	0.982929
34.7063	10.8504	2.85225	1.13172	34.7608	10.9139	2.67035	1.3617	22.9941
37.153	12.0876	2.32893	1.21186	37.4287	12.2803	2.66736	1.37209	1.05847
37.2675	12.1956	2.69353	1.44841	37.4287	12.2803	2.66736	1.37209	12.3047
40.3141	13.4654	3.35156	1.16646	40.0971	13.6505	2.66232	1.36459	1.28411
40.1183	13.6163	2.73818	1.32186	40.0971	13.6505	2.66232	1.36459	22.7484
42.7683	14.8309	2.69708	1.19326	42.7638	15.0065	2.65515	1.33938	0.0333375
42.6939	14.9599	2.76014	1.4519	42.7638	15.0065	2.65515	1.33938	8.22069
45.3565	16.55	2.69267	1.71325	45.4265	16.3307	2.64546	1.29701	0.073341
45.4587	16.4969	2.73157	1.61035	45.4265	16.3307	2.64546	1.29701	7.20713
48.1613	17.2978	2.50713	0.556792	48.0823	17.6063	2.6326	1.23832	2.43554
48.0707	17.4753	2.58059	0.869925	48.0823	17.6063	2.6326	1.23832	14.0562
50.6164	19.0555	2.41643	1.97158	50.7276	18.8172	2.61569	1.16454	2.97844
50.6254	18.9005	2.45684	1.72209	50.7276	18.8172	2.61569	1.16454	8.86794
53.7067	19.9071	3.21024	0.5885	53.3577	19.9486	2.59372	1.07716	5.10327
53.6214	19.8782	2.83979	0.43079	53.3577	19.9486	2.59372	1.07716	4.98183
56.0468	21.0745	2.02637	1.10793	55.9669	20.9874	2.56561	0.978022	5.59086
56.0297	21.0445	2.37453	1.11184	55.9669	20.9874	2.56561	0.978022	6.40835
58.6535	21.7877	2.79152	0.54649	58.5484	21.9225	2.53033	0.869205	1.13747
58.6143	21.8949	2.75112	0.727733	58.5484	21.9225	2.53033	0.869205	4.93736
60.8879	22.7857	2.08846	0.829894	61.0941	22.7449	2.48697	0.753031	1.61304
60.8945	22.731	2.46263	0.856383	61.0941	22.7449	2.48697	0.753031	6.67143
63.3801	23.4095	2.57452	0.614736	63.5955	23.4479	2.43482	0.631987	0.125811
63.466	23.5411	2.48025	0.695042	63.5955	23.4479	2.43482	0.631987	19.5582
66.3246	23.9956	3.17014	0.224059	66.0431	24.0276	2.37349	0.508655	1.37112
66.142	23.9799	2.47828	0.0444334	66.0431	24.0276	2.37349	0.508655	18.6948
68.2733	24.3453	1.92315	0.257175	68.4273	24.4824	2.30293	0.385623	2.43601
