8.44818	0.251553	6.17409e-18	1.12773e-34	8.45	0.25	-3.00027	0	3.14005e-30
8.45393	0.252772	0.0386834	-4.1718e-19	8.45	0.25	0	0	0.00355753
8.29269	0.251569	-0.822743	0.000613468	8.25	0.25	-1.81978	0	2.35383
7.95288	0.223017	-1.58652	-0.594026	7.85	0.15	-3.99972	-0.99993	10.2767
7.61834	0.168138	-2.03085	-0.0187413	7.55	0.15	-2.99982	0	5.08715
7.38098	0.0550481	-1.97912	-0.870195	7.35	0.0500011	-1.81648	-0.90823	1.30934
7.11146	-0.0408811	-2.14038	-0.904069	7.05	-0.0499992	-2.72849	-0.909499	1.47592
6.875	-0.219329	-2.04259	-1.30959	6.85	-0.25	-1.81896	-1.81897	1.14107
6.67036	-0.417693	-1.89035	-1.68017	6.65	-0.449999	-2.00076	-2.00075	1.21923
6.53434	-0.632525	-1.51736	-1.9981	6.55	-0.65	-0.99884	-1.99769	0.606144
6.45014	-0.971642	-0.736958	-2.49879	6.45	-1.05	-0.908739	-3.63494	3.37378
6.30917	-1.23429	-0.714199	-2.55992	6.25	-1.25	-1.81896	-1.81896	1.53182
6.33112	-1.58502	0.0614508	-2.74764	6.35	-1.65	0.909727	-3.63891	2.78323
6.29657	-1.88678	0.25897	-2.81619	6.25	-1.95	-0.999489	-2.99847	2.36754
6.34532	-2.19053	0.66965	-2.8061	6.35	-2.25	0.999979	-2.99994	0.722946
6.3903	-2.51349	0.918697	-2.76703	6.35	-2.55	0	-2.72611	1.24114
6.46945	-2.8226	1.16907	-2.67796	6.45	-2.85	0.909503	-2.72851	0.732025
6.52254	-3.11051	1.26756	-2.63551	6.45	-3.15	0	-2.99754	3.20499
6.61469	-3.41852	1.4166	-2.56253	6.55	-3.45	0.910402	-2.7312	2.42139
6.77263	-3.71486	1.67116	-2.44526	6.75	-3.75	1.81721	-2.72581	0.583783
6.92127	-4.00746	1.82689	-2.34572	6.85	-4.05	0.907976	-2.72393	2.26616
7.05404	-4.29227	1.89349	-2.25888	6.95	-4.35	0.90933	-2.72799	5.30391
7.18055	-4.54172	1.90849	-2.12176	7.05	-4.55	0.910054	-1.8201	6.66092
7.30155	-4.80397	1.89739	-2.04308	7.15	-4.85	0.908297	-2.72489	9.09627
7.43701	-5.07037	1.90376	-1.9955	7.35	-5.15	1.81907	-2.72861	8.11485
7.57725	-5.34474	1.90354	-1.9813	7.45	-5.45	0.90819	-2.72457	9.27624
7.73859	-5.59561	1.92844	-1.93399	7.65	-5.65	1.81972	-1.81972	4.53884
7.87633	-5.85571	1.89034	-1.92206	7.75	-5.95	0.909826	-2.72948	9.50694
8.03111	-6.11278	1.9108	-1.96593	7.95	-6.25	1.99858	-2.99787	7.03903
8.2159	-6.36926	1.94491	-1.96334	8.15	-6.45	1.81737	-1.81737	3.24126
8.37056	-6.63931	1.90217	-1.99439	8.25	-6.75	0.909293	-2.72787	7.99998
8.53416	-6.89097	1.87589	-1.99379	8.45	-6.95	1.81993	-1.81993	3.94201
8.66378	-7.14158	1.81051	-2.0418	8.55	-7.25	1.00006	-3.00018	7.38776
8.80964	-7.41153	1.7779	-2.1319	8.75	-7.55	1.99808	-2.99712	6.97696
8.95091	-7.68213	1.70299	-2.16635	8.85	-7.75	0.909946	-1.81988	5.14106
9.06699	-7.94563	1.61411	-2.23128	8.95	-8.05	0.999095	-2.9973	6.22234
9.18043	-8.20801	1.50198	-2.24006	9.05	-8.25	0.909301	-1.81859	5.00471
9.2706	-8.47113	1.38552	-2.30015	9.15	-8.55	1.00038	-3.00117	6.10073
