8.39548	0.240619	-3.24703	-0.0934148	8.6	0.25	-3.00029	0	0.212346
8.50982	0.240532	-2.97343	-0.0426686	8.45	0.25	0	0	1.87871
8.35771	0.251702	-1.90441	0.0483921	8.35	0.25	-1.81979	0	2.50687
7.98776	0.192515	-2.71168	-1.11264	8.05	0.2	-3.99976	-0.99994	142.535
7.66631	0.154113	-2.91852	-0.543191	7.7	0.15	-2.99982	0	11.9316
7.4458	0.0924772	-2.39368	-0.670888	7.45	0.100001	-1.8165	-0.908239	50.1049
7.16137	0.0064975	-2.5551	-0.870303	7.2	9.49949e-07	-2.72851	-0.909507	11.2266
6.91485	-0.136936	-2.12178	-1.17862	6.95	-0.15	-1.81898	-1.81898	46.666
6.67411	-0.325798	-2.06028	-1.67921	6.75	-0.349999	-2.00076	-2.00075	36.9926
6.54228	-0.537695	-1.56089	-1.94964	6.6	-0.549999	-0.998836	-1.99769	66.1465
6.40717	-0.817307	-1.17594	-2.4575	6.5	-0.85	-0.908747	-3.63498	88.3201
6.21224	-1.11614	-1.09373	-2.81612	6.35	-1.15	-1.81897	-1.81898	75.9434
6.31407	-1.46001	-0.100652	-2.90117	6.3	-1.45	0.909739	-3.63894	206.445
6.18556	-1.7581	-0.025621	-2.89747	6.3	-1.8	-0.999494	-2.9985	155.552
6.24282	-2.07907	0.503891	-3.0574	6.3	-2.1	0.999984	-2.99994	19.5285
6.23434	-2.36069	0.638166	-2.72531	6.35	-2.4	0	-2.72613	75.6782
6.32379	-2.66727	0.999132	-2.6688	6.4	-2.7	0.909499	-2.72851	3.93582
6.36841	-2.9377	1.04212	-2.47325	6.45	-3	0	-2.99754	69.4122
6.45162	-3.24513	1.225	-2.67037	6.5	-3.3	0.910402	-2.7312	68.8287
6.60007	-3.55915	1.52583	-2.70072	6.65	-3.6	1.81722	-2.72583	9.73722
6.7337	-3.84949	1.53511	-2.49177	6.8	-3.9	0.907988	-2.72396	34.5598
6.85277	-4.13848	1.49674	-2.42641	6.9	-4.2	0.909334	-2.72801	54.2677
6.95118	-4.39835	1.28571	-2.18125	7	-4.45	0.910054	-1.8201	86.5146
7.08418	-4.6496	1.3403	-2.16565	7.1	-4.7	0.908302	-2.72489	8.07844
7.25646	-4.96789	1.56228	-2.55378	7.25	-5	1.81907	-2.72861	67.8373
